Region,Technology,Material,Scenario,Unit,Density,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
World,Wind onshore,Pr,HDS,t/yr,356.26,990.7112459,1277.080359,1500.155421,1689.692657,1858.73109,2014.113709,2159.858766,2298.51554,2431.795705,2560.899528,2686.698057,2809.841263,2939.761598,3068.257551,3195.601138,3322.009499,3447.658079,3572.690133,3697.223715,3821.356917,3945.171825,4068.737581,4192.112755,4315.347211,4438.4836,4561.558548,4684.603617,4807.646098,4930.709647,5053.814825,5176.979535,5300.219394
World,Wind onshore,Tb,LDS,t/yr,97.76,95.6178496,93.36141568,91.09158053,88.81532535,86.53896674,84.26820568,82.00817331,79.76347366,77.53822354,75.33608975,73.16032378,71.01379418,69.29651106,67.58916158,65.89425858,64.21407815,62.55067504,60.90589722,59.28139965,57.6786573,56.09897738,54.54351092,53.01326367,51.50910637,50.03178444,48.58192711,47.16005595,45.766593,44.40186832,43.06612714,41.75953653,40.48219175
World,Wind onshore,Tb,MDS,t/yr,97.76,136.5812109,154.8332477,166.8382851,175.3904386,181.7432073,186.5699985,190.2756338,193.1230924,195.2932177,196.9159216,198.0878124,198.8827791,199.621555,200.0845139,200.3082775,200.3230345,200.1539902,199.8224264,199.3464916,198.7417996,198.0218909,197.1985918,196.2822982,195.2822022,194.2064751,193.0624153,191.8565713,190.5948419,189.2825608,187.9245671,186.5252649,185.0886739
World,Wind onshore,Tb,HDS,t/yr,97.76,269.4141539,344.3095787,401.1354514,448.2721933,489.4127862,526.5063443,560.7040082,592.7403972,623.1117376,652.1681494,680.1653347,707.2953425,734.2701875,760.6631941,786.5644587,812.0467665,837.1696586,861.9823812,886.5260646,910.8353605,934.9396912,958.8642145,982.6305794,1006.257523,1029.761349,1053.156312,1076.454928,1099.668237,1122.806008,1145.87692,1168.888706,1191.848277
World,Wind onshore,Zn,LDS,t/yr,258500,264479.4075,270119.96,275668.0575,281123.7,286486.8875,291757.62,296935.8975,302021.72,307015.0875,311916,316724.4575,321440.46,326064.0075,330595.1,335033.7375,339379.92,343633.6475,347794.92,351863.7375,355840.1,359724.0075,363515.46,367214.4575,370821,374335.0875,377756.72,381085.8975,384322.62,387466.8875,390518.7,393478.0575,396344.96
World,Wind onshore,Zn,MDS,t/yr,258500,364740.7191,417608.6136,454496.4854,482600.3492,505130.7415,523802.9974,539642.6358,553312.1741,565264.6795,575823.8082,585228.9053,593662.0128,601264.8522,608149.9436,614408.1344,620113.8451,625328.8175,630104.8492,634485.8279,638509.27,642207.502,645608.5793,648737.0107,651614.3342,654259.5813,656689.6533,658919.6295,660963.0211,662831.9832,664537.4911,666089.4893,667497.0173
World,Wind onshore,Zn,HDS,t/yr,258500,698951.8143,876714.2051,1002838.629,1100668.332,1180601.019,1248183.144,1306725.443,1358363.41,1404555.146,1446340.654,1484487.834,1519579.838,1552069.958,1582317.537,1610612.257,1637191.061,1662250.225,1685954.159,1708441.96,1729832.349,1750227.468,1769715.832,1788374.648,1806271.664,1823466.652,1840012.615,1855956.773,1871341.369,1886204.351,1900579.934,1914499.072,1927989.859
World,Wind offshore,Concrete,LDS,t/yr,1380150,1254070.552,1132040.903,1022687.061,925951.3965,841772.2563,770083.9618,710816.8095,663897.0709,629246.9924,606784.7953,596424.6761,598076.806,609737.2016,633075.8496,667883.6982,713950.7216,771065.9206,839017.3218,917591.978,1006575.968,1105754.398,1214911.398,1333830.126,1462292.766,1600080.527,1746973.645,1902751.383,2067192.028,2240072.896,2421170.326,2610259.686,2807115.368
World,Wind offshore,Concrete,MDS,t/yr,1380150,1507116.474,1673212.807,1836863.456,1998081.398,2156879.613,2313271.078,2467268.771,2618885.669,2768134.752,2915028.997,3059581.381,3201804.883,3356924.245,3511122.844,3664399.137,3816751.578,3968178.624,4118678.73,4268250.353,4416891.948,4564601.971,4711378.877,4857221.123,5002127.163,5146095.455,5289124.454,5431212.615,5572358.395,5712560.248,5851816.632,5990126.001,6127486.812
World,Wind offshore,Concrete,HDS,t/yr,1380150,5053762.025,7188327.272,9079121.708,10739176.07,12181281.85,13417991.33,14461617.54,15324234.29,16017676.15,16553538.47,16943177.35,17197709.67,17456665.49,17604205.5,17648444.96,17597499.14,17459483.29,17242512.69,16954702.6,16604168.28,16199025,15747388.01,15257372.59,14737094,14194667.5,13638208.36,13075831.83,12515653.19,11965787.7,11434350.62,10929457.22,10459222.75
World,Wind offshore,Steel,LDS,t/yr,525757.5,474903.2004,426163.495,382732.087,344496.8085,311346.0504,283168.7626,259854.4541,241293.1931,227375.6065,217992.8805,213036.7603,212399.5499,216473.1937,224689.2039,236969.5575,253235.9932,273410.0119,297412.8759,325165.6096,356588.999,391603.5922,430129.6988,472087.3903,517396.5003,565976.6237,617747.1177,672627.1011,730535.4545,791390.8203,855111.6028,921615.9681,990821.844
World,Wind offshore,Steel,MDS,t/yr,525757.5,576158.0432,641930.6344,707232.8766,772065.1988,836428.0299,900321.7988,963746.9344,1026703.866,1089193.022,1151214.832,1212769.724,1273858.128,1334820.806,1395348.776,1455442.144,1515101.012,1574325.484,1633115.666,1691471.66,1749393.572,1806881.504,1863935.561,1920555.847,1976742.467,2032495.523,2087815.121,2142701.363,2197154.356,2251174.201,2304761.004,2357914.868,2410635.897
World,Wind offshore,Steel,HDS,t/yr,525757.5,1938633.996,2776840.276,3532070.537,4207650.883,4806909.628,5333177.29,5789786.599,6180072.492,6507372.113,6775024.813,6986372.155,7144757.906,7252340.641,7313635.875,7332015.08,7310849.728,7253511.291,7163371.241,7043801.05,6898172.19,6729856.133,6542224.351,6338648.316,6122499.5,5897149.375,5665969.413,5432331.086,5199605.866,4971165.225,4750380.635,4540623.568,4345265.496
World,Wind offshore,Plastic,LDS,t/yr,20700,18727.497,16832.23375,15140.923,13650.0975,12356.29,11256.03325,10345.86,9622.303,9081.895,8721.16875,8536.657,8524.8925,8682.408,9005.73625,9491.41,10135.962,10935.925,11887.83175,12988.215,14233.6075,15620.542,17145.55125,18805.168,20595.925,22514.355,24556.99075,26720.365,29001.0105,31395.46,33900.24625,36511.902,39226.96
World,Wind offshore,Plastic,MDS,t/yr,20700,22691.96531,25290.89775,27873.03731,30438.384,32986.93781,35518.69875,38033.66681,40531.842,43013.22431,45477.81375,47925.61031,50356.614,52770.82481,55168.24275,57548.86781,59912.7,62259.73931,64589.98575,66903.43931,69200.1,71479.96781,73743.04275,75989.32481,78218.814,80431.51031,82627.41375,84806.52431,86968.842,89114.36681,91243.09875,93355.03781,95450.184
World,Wind offshore,Plastic,HDS,t/yr,20700,76314.92,109293.24,138995.44,165554,189101.4,209770.12,227692.64,243001.44,255829,266307.8,274570.32,280749.04,284976.44,287385,288107.2,287275.52,285022.44,281480.44,276782,271059.6,264445.72,257072.84,249073.44,240580,231725,222640.92,213460.24,204315.44,195339,186663.4,178421.12,170744.64
World,Wind offshore,Glass,LDS,t/yr,36445.5,32907.12992,29518.00528,26499.08388,23842.1703,21539.11762,19581.82741,17962.24973,16672.38312,15704.27463,15050.0198,14701.76264,14651.69568,14925.34247,15484.18882,16322.43968,17434.29533,18813.95141,20455.59884,22353.4239,24501.60818,26894.32861,29525.75744,32390.06224,35481.40593,38793.94671,42321.83817,46059.22917,50000.26393,54139.08199,58469.8182,62986.60277,67683.5612
World,Wind offshore,Glass,MDS,t/yr,36445.5,39917.71572,44450.58547,48945.96242,53403.92416,57824.54825,62207.91228,66554.09381,70863.17043,75135.21971,79370.31922,83568.54655,87729.97926,91935.38076,96111.47404,100258.2596,104375.7381,108463.91,112522.7758,116552.3362,120552.5916,124523.5426,128465.1898,132377.5337,136260.5748,140114.3137,143938.751,147733.8872,151499.7228,155236.2584,158943.4945,162621.4317,166270.0705
World,Wind offshore,Glass,HDS,t/yr,36445.5,134261.7236,192134.348,244163.6202,290595.2567,331674.2635,367644.9364,398750.8607,425234.9112,447339.2525,465305.3387,479373.9134,489785.01,497159.985,501361.875,502621.8,501170.88,497240.235,491060.985,482864.25,472881.15,461342.805,448480.335,434524.86,419707.5,404259.375,388411.605,372395.31,356441.61,340781.625,325646.475,311267.28,297875.16
World,Wind offshore,Al,LDS,t/yr,4009.5,3703.091119,3396.330064,3116.232359,2864.5422,2642.947754,2453.081159,2296.518525,2174.779932,2089.329431,2041.575047,2032.868773,2064.506575,2099.632752,2174.689528,2288.66782,2440.563372,2629.37675,2854.113345,3113.78337,3407.401865,3733.988692,4092.568538,4482.170912,4901.83015,5350.58541,5827.480675,6331.56475,6861.891267,7417.51868,7997.510268,8600.934132,9226.8632
World,Wind offshore,Al,MDS,t/yr,4009.5,4387.113294,4880.410196,5368.589361,5851.66904,6329.667488,6802.602956,7270.493699,7733.35797,8191.214021,8644.080106,9091.974478,9534.91539,10003.51288,10469.97303,10934.28488,11396.4375,11856.41992,12314.2212,12769.83037,13223.2365,13674.42863,14123.3958,14570.12706,15014.61147,15456.83807,15896.79591,16334.47403,16769.86149,17202.94733,17633.72061,18062.17036,18488.28564
World,Wind offshore,Al,HDS,t/yr,4009.5,14646.38157,20781.5552,26182.5106,30891.41667,34949.5015,38397.0524,41273.41587,43616.9976,45465.2625,46854.73467,47820.9974,48398.6932,49127.4602,49542.675,49667.176,49523.8016,49135.3902,48524.7802,47714.81,46728.318,45588.1426,44317.1222,42938.0952,41473.9,39947.375,38381.3586,36798.6892,35222.2052,33674.745,32179.147,30758.2496,29434.8912
World,Wind offshore,B,LDS,t/yr,15.795,13.2164475,10.97459479,9.109662532,7.56905997,6.306099014,5.279428121,4.452514799,3.793172879,3.273130982,2.867638895,2.555108791,2.316788472,2.244737334,2.215031216,2.220926611,2.256415085,2.316156691,2.395418782,2.490019821,2.596277796,2.710962906,2.831254185,2.954699761,3.079180476,3.202876598,3.324237397,3.441953352,3.554930781,3.662268713,3.763237816,3.857261216,3.943897056
World,Wind offshore,B,MDS,t/yr,15.795,17.12288218,18.87181294,20.56684358,22.20897241,23.79918852,25.33847158,26.82779165,28.26810898,29.66037383,31.00552635,32.30449642,33.55820353,34.52540217,35.43564735,36.29092719,37.09317111,37.84425143,38.54598496,39.20013446,39.80841014,40.37247107,40.89392662,41.37433777,41.81521845,42.21803684,42.58421664,42.91513825,43.21214001,43.47651932,43.70953381,43.91240242,44.08630648
World,Wind offshore,B,HDS,t/yr,15.795,59.19936367,86.167424,111.347434,134.7225667,156.282715,176.024492,193.9512307,210.072984,224.406525,236.9753467,247.809662,256.946404,260.815394,263.01975,263.68072,262.919552,260.857494,257.615794,253.3157,248.07846,242.025322,235.277534,227.956344,220.183,212.07875,203.764842,195.362524,186.993044,178.77765,170.83759,163.294112,156.268464
World,Wind offshore,Cr,LDS,t/yr,2374.875,2139.056743,1914.026232,1714.010085,1538.30664,1386.221284,1257.066452,1150.161626,1064.833335,1000.415157,956.2477148,931.6786823,926.0627788,943.5890016,979.1584626,1032.417806,1103.013013,1190.5894,1294.791622,1415.263671,1551.648873,1703.589894,1870.728733,2052.70673,2249.164558,2459.742228,2684.079089,2921.813825,3172.584457,3436.028344,3711.78218,3999.481996,4298.76316
World,Wind offshore,Cr,MDS,t/yr,2374.875,2597.983376,2889.485068,3177.829221,3463.027884,3745.093103,4024.036925,4299.871397,4572.608567,4842.26048,5108.839186,5372.35673,5632.82516,5902.875632,6171.047675,6437.34129,6701.756475,6964.293231,7224.951558,7483.731456,7740.632925,7995.655965,8248.800575,8500.066757,8749.45451,8996.963833,9242.594727,9486.347192,9728.221229,9968.216836,10206.33401,10442.57276,10676.93308
World,Wind offshore,Cr,HDS,t/yr,2374.875,8738.749598,12491.10856,15855.30049,18848.56283,21488.01688,23790.66774,25773.40439,27452.99964,28846.11013,29969.27633,30838.92259,31471.35706,31945.23941,32215.23375,32296.1908,32202.96128,31950.39591,31553.34541,31026.6605,30385.1919,29643.79033,28817.30651,27920.59116,26968.495,25975.86875,24957.56313,23928.42886,22903.31666,21897.07725,20924.56135,20000.61968,19140.10296
World,Wind offshore,Cu,LDS,t/yr,11130.75,9875.192372,8700.618217,7668.795212,6771.635325,6001.194869,5349.674498,4809.419213,4372.918353,4032.805603,3781.858992,3613.000891,3519.298013,3611.834541,3774.871815,4008.521629,4312.851831,4687.886328,5133.605083,5649.944113,6236.795495,6894.00736,7621.383895,8418.685346,9285.628013,10221.88425,11227.08248,12300.80716,13442.59882,14651.95405,15928.32549,17271.12182,18679.7078
World,Wind offshore,Cu,MDS,t/yr,11130.75,12143.28459,13468.77756,14771.95236,16052.93904,17311.86766,18548.86828,19764.07094,20957.6057,22129.60261,23280.19172,24409.5031,25517.66679,26720.10563,27912.13256,29093.76757,30265.03065,31425.94179,32576.52097,33716.78817,34846.7634,35966.46663,37075.91785,38175.13705,39264.14422,40342.95934,41411.6024,42470.09338,43518.45229,44556.69909,45584.85378,46602.93635,47610.96678
World,Wind offshore,Cu,HDS,t/yr,11130.75,41034.47718,58764.916,74732.7113,89009.26833,101665.9828,112774.2406,122405.4183,130630.8828,137521.9913,143150.0913,147586.5211,150902.609,153174.8365,154469.4375,154857.62,154410.592,153199.5615,151295.7365,148770.325,145694.535,142139.5745,138176.6515,133876.974,129311.75,124552.1875,119669.4945,114734.879,109819.549,104994.7125,100331.5775,95901.352,91775.244
World,Wind offshore,Dy,LDS,t/yr,51.345,43.1391333,35.97816626,30.00364779,25.05391903,20.98516703,17.66973199,14.99455875,12.85978122,11.17742916,9.870247597,8.870619834,8.119585767,7.87477269,7.778243768,7.80673372,7.939477721,8.157987672,8.445846426,8.788518611,9.173176821,9.588542013,10.02473704,10.47315232,10.92632273,11.37781483,11.8221237,12.25457852,12.67125634,13.06890337,13.44486309,13.79701084,14.12369417
World,Wind offshore,Dy,MDS,t/yr,51.345,55.38971515,60.75112002,65.88874032,70.80912632,75.51866091,80.02356362,84.32989444,88.44355764,92.37030551,96.11574193,99.68532594,103.0843752,106.0912411,108.9251534,111.5920563,114.0977211,116.4477502,118.6475824,120.7024965,122.6176164,124.3979145,126.0482165,127.5732047,128.9774226,130.2652778,131.4410466,132.5088769,133.4727919,134.3366937,135.1043662,135.7794788,136.3655891
World,Wind offshore,Dy,HDS,t/yr,51.345,190.9808523,275.925832,353.985126,425.2818333,489.950765,548.138444,600.0031053,645.714696,685.454875,719.4170133,747.806194,770.839212,782.446182,789.05925,791.04216,788.758656,782.572482,772.847382,759.9471,744.23538,726.075966,705.832602,683.869032,660.549,636.23625,611.294526,586.087572,560.979132,536.33295,512.51277,489.882336,468.805392
World,Wind offshore,Fe,LDS,t/yr,89599.5,80750.45649,72298.713,64782.57853,58177.1112,52457.5995,47599.56235,43578.74903,40371.13923,37952.94306,36300.60098,35390.7839,35200.39308,35865.32872,37216.00928,39238.93329,41920.57606,45247.38969,49205.80306,53782.22185,58963.0285,64734.58224,71083.21911,77995.2519,85456.9702,93454.64039,101974.5056,111002.7859,120525.6778,130529.355,140999.9677,151923.643,163286.4848
World,Wind offshore,Fe,MDS,t/yr,89599.5,98077.79834,109150.3832,120117.6424,130979.8954,141737.4617,152390.6606,162939.8115,173385.234,183727.2474,193966.1711,204102.3247,214136.0275,224394.1662,234580.1654,244694.0328,254735.7759,264705.4025,274602.9203,284428.3369,294181.6599,303862.8971,313472.0561,323009.1445,332474.1701,341867.1405,351188.0634,360436.9464,369613.7972,378718.6235,387751.433,396712.2332,405601.0319
World,Wind offshore,Fe,HDS,t/yr,89599.5,329959.7228,472020.08,599629.3498,713405.7767,813965.0515,901920.3116,977882.1407,1042458.569,1096255.073,1139874.575,1173917.445,1198981.498,1217035.253,1227321.375,1230405.64,1226853.824,1217231.703,1202105.053,1182039.65,1157601.27,1129355.689,1097868.683,1063706.028,1027433.5,989616.875,950821.929,911614.438,872560.178,834224.925,797174.455,761974.544,729190.968
World,Wind offshore,Mn,LDS,t/yr,3557.25,3216.54939,2889.472474,2597.738034,2340.69498,2117.693506,1928.085087,1771.222478,1646.459716,1553.152119,1490.656289,1458.330106,1455.532733,1482.502291,1537.788198,1620.802692,1730.957893,1867.6658,2030.33829,2218.387122,2431.223932,2668.260235,2928.907429,3212.576787,3518.679465,3846.626496,4195.828793,4565.69715,4955.642238,5365.074608,5793.404692,6240.042799,6704.39912
World,Wind offshore,Mn,MDS,t/yr,3557.25,3898.578301,4343.98659,4786.285255,5225.476488,5661.562479,6094.545418,6524.427496,6951.210903,7374.897829,7795.490466,8212.991002,8627.401629,9041.018921,9451.759155,9859.622331,10264.60845,10666.71751,11065.94952,11462.30446,11855.78235,12246.38318,12634.10695,13018.95367,13400.92333,13780.01593,14156.23147,14529.56996,14900.03139,15267.61576,15632.32307,15994.15333,16353.10652
World,Wind offshore,Mn,HDS,t/yr,3557.25,13111.51156,18773.09392,23869.44518,28423.70233,32458.98125,35998.37668,39064.96225,41681.79048,43871.89275,45658.27933,47063.93938,48111.84092,48836.28862,49249.0425,49372.8056,49230.28096,48844.17162,48237.18062,47432.011,46451.3658,45317.94806,44054.46082,42683.60712,41228.09,39710.6125,38153.87766,36580.58852,35013.44812,33475.1595,31988.4257,30575.94976,29260.43472
World,Wind offshore,Mo,LDS,t/yr,492.75,444.0655946,397.5700428,356.2231286,319.8870675,288.4253563,261.7027731,239.5853775,221.9405105,208.6367944,199.5441328,194.5337109,193.477995,197.1284112,204.547679,215.661342,230.3948232,248.673425,270.4223292,295.566597,324.031169,355.7408652,390.620385,428.5943072,469.58709,513.523071,560.3264672,609.921375,662.2317702,717.181508,774.694323,834.6938292,897.10352
World,Wind offshore,Mo,MDS,t/yr,492.75,539.180828,599.8341184,659.8638616,719.272248,778.061468,836.2337119,893.7911701,950.736033,1007.070491,1062.796734,1117.916954,1172.433339,1228.642465,1284.460608,1339.88777,1394.92395,1449.569148,1503.823364,1557.686598,1611.15885,1664.24012,1716.930408,1769.229715,1821.138039,1872.655381,1923.781742,1974.51712,2024.861517,2074.814932,2124.377364,2173.548815,2222.329284
World,Wind offshore,Mo,HDS,t/yr,492.75,1813.585363,2592.94252,3292.07678,3914.512333,4463.75225,4943.27848,5356.551853,5707.01208,5998.07775,6233.146333,6415.59418,6548.77652,6647.38522,6703.5675,6720.4136,6701.01376,6648.45822,6565.83722,6456.241,6322.7598,6168.48386,5996.50342,5809.90872,5611.79,5405.2375,5193.34146,4979.19212,4765.87972,4556.4945,4354.1267,4161.86656,3982.80432
World,Wind offshore,Nd,LDS,t/yr,512.415,429.9286047,358.0370978,298.1167621,248.5229778,207.7937401,174.6322693,147.8911072,126.5575819,109.7405335,96.65819856,86.62716158,79.05228703,76.67383638,75.73900075,76.02151096,77.31939256,79.45279405,82.261989,85.60553941,89.35860804,93.41140856,97.66778324,102.0438984,106.4670484,110.8745609,115.2127938,119.4362187,123.5065829,127.3921443,131.0669734,134.5103168,137.7060181
World,Wind offshore,Nd,MDS,t/yr,512.415,554.0385961,609.043262,662.0393548,713.0769509,762.2050924,809.4718053,854.9241169,898.6080735,940.5687579,980.8503063,1019.495925,1056.547908,1087.226018,1116.123645,1143.302352,1168.821897,1192.740289,1215.113825,1235.997146,1255.443273,1273.503657,1290.228219,1305.665394,1319.862166,1332.864113,1344.715444,1355.459034,1365.136462,1373.78805,1381.45289,1388.168884,1393.972775
World,Wind offshore,Nd,HDS,t/yr,512.415,1912.324704,2771.93,3567.499266,4299.485367,4968.502255,5575.324972,6120.889647,6606.293496,7032.794825,7401.813027,7714.928582,7973.88306,8093.95041,8162.35875,8182.8708,8159.24928,8095.25691,7994.65641,7861.2105,7698.6819,7510.83333,7301.42751,7074.22716,6832.995,6581.49375,6323.48613,6062.73486,5803.00266,5548.05225,5301.64635,5067.54768,4849.51896
World,Wind offshore,Ni,LDS,t/yr,1441.8,1320.017126,1200.455395,1092.45051,996.25929,912.1270017,840.2873518,780.96249,734.3630087,700.6879425,680.1247688,672.8494072,679.02622,691.4499858,717.0719601,755.6090868,806.7785058,870.2975531,945.8837606,1033.254856,1132.128764,1242.223603,1363.257689,1494.949535,1637.017848,1789.181531,1951.159685,2122.671604,2303.436782,2493.174905,2691.605856,2898.449716,3113.42676
World,Wind offshore,Ni,MDS,t/yr,1441.8,1578.365957,1756.709423,1933.388996,2108.409512,2281.775809,2453.492723,2623.565093,2791.997754,2958.795544,3123.9633,3287.50586,3449.428059,3617.038524,3783.701936,3949.41616,4114.17906,4277.988501,4440.842346,4602.738461,4763.67471,4923.648957,5082.659066,5240.702902,5397.77833,5553.883213,5709.015416,5863.172803,6016.353239,6168.554589,6319.774716,6470.011485,6619.26276
World,Wind offshore,Ni,HDS,t/yr,1441.8,5286.743733,7530.14584,9524.20928,11281.66533,12815.0456,14136.682,15258.70677,16193.05248,16951.452,17545.43853,17986.3456,18285.30704,18560.63944,18717.51,18764.5472,18710.37952,18563.63544,18332.94344,18026.932,17654.2296,17223.46472,16743.26584,16222.26144,15669.08,15092.35,14500.69992,13902.75824,13307.15344,12722.514,12157.4684,11620.64512,11120.67264
World,Wind offshore,Pr,LDS,t/yr,93.645,78.2316393,64.8498783,53.73047206,44.55499057,37.04095641,30.9383832,26.02661202,22.11142239,19.02239567,16.61051073,14.74595317,13.31612066,12.92108142,12.76912657,12.82240982,13.04712218,13.41313311,13.89366027,14.46496584,15.10607725,15.7985307,16.52613554,17.27475818,18.03212383,18.78763484,19.53220437,20.2581041,20.95882503,21.62895032,22.26403915,22.8605208,23.41559823
World,Wind offshore,Pr,MDS,t/yr,93.645,101.2985992,111.4065729,121.1558357,130.5549705,139.6123943,148.3363618,156.734967,164.8161458,172.587679,180.0571938,187.2321671,194.1199273,199.7038644,204.9577427,209.893112,214.5211806,218.8528244,222.8985962,226.668734,230.1731701,233.4215394,236.4231871,239.1871772,241.7222996,244.0370784,246.1397784,248.0384129,249.7407503,251.254321,252.5864238,253.7441325,254.7343023
World,Wind offshore,Pr,HDS,t/yr,93.645,350.2467723,508.767952,656.149126,792.3798333,917.484365,1031.521764,1134.585825,1226.805096,1308.342875,1379.397213,1440.200914,1491.021532,1513.472702,1526.26425,1530.09976,1525.682816,1513.717002,1494.905902,1469.9531,1439.56218,1404.436726,1365.280322,1322.796552,1277.689,1230.66125,1182.416886,1133.659492,1085.092652,1037.41995,991.34497,947.571296,906.802512
World,Wind offshore,Tb,LDS,t/yr,19.35,16.3267722,13.67783424,11.46077512,9.618325115,8.099412683,6.858584497,5.855474427,5.054317649,4.423506322,3.935183565,3.564872671,3.291138764,3.193359007,3.15566091,3.168683704,3.224065872,3.314356273,3.432932374,3.573925026,3.732149331,3.903041119,4.082598627,4.267328982,4.45419913,4.640590861,4.824259629,5.003296867,5.176095534,5.341318627,5.497870457,5.644870434,5.781629192
World,Wind offshore,Tb,MDS,t/yr,19.35,20.9984649,23.16689941,25.27318218,27.31827218,29.30312813,31.22870775,33.09596727,34.90586077,36.65933966,38.35735219,40.00084291,41.59075224,42.79696942,43.93301918,45.00133138,46.00426465,46.94410827,47.82308411,48.64334836,49.40699342,50.11604953,50.7724865,51.37821536,51.93508994,52.44490845,52.90941497,53.33030097,53.7092067,54.04772264,54.34739086,54.60970631,54.83611819
World,Wind offshore,Tb,HDS,t/yr,19.35,72.499174,105.491736,136.275964,164.8342,191.15685,215.242384,237.097336,256.736304,274.18195,289.465,302.624244,313.706536,318.430196,321.1215,321.92848,320.999168,318.481596,314.523796,309.2738,302.87964,295.489348,287.250956,278.312496,268.822,258.9275,248.777028,238.518616,228.300296,218.2701,208.57606,199.366208,190.788576
World,Wind offshore,Zn,LDS,t/yr,24750,22391.5725,20125.49688,18103.2775,16320.76875,14773.825,13458.30063,12370.05,11504.9275,10858.7875,10427.48438,10206.8725,10192.80625,10381.14,10767.72813,11348.425,12119.085,13075.5625,14213.71188,15529.3875,17018.44375,18676.735,20500.11563,22484.44,24625.5625,26919.3375,29361.61938,31948.2625,34675.12125,37538.05,40532.90313,43655.535,46901.8
World,Wind offshore,Zn,MDS,t/yr,24750,27131.69766,30239.11688,33326.45766,36393.72,39440.90391,42468.00938,45475.03641,48461.985,51428.85516,54375.64688,57302.36016,60208.995,63095.55141,65962.02938,68808.42891,71634.75,74440.99266,77227.15688,79993.24266,82739.25,85465.17891,88171.02938,90856.80141,93522.495,96168.11016,98793.64688,101399.1052,103984.485,106549.7864,109095.0094,111620.1539,114125.22
World,Wind offshore,Zn,HDS,t/yr,24750,91246.1,130676.7,166190.2,197945,226099.5,250812.1,272241.2,290545.2,305882.5,318411.5,328290.6,335678.2,340732.7,343612.5,344476,343481.6,340787.7,336552.7,330935,324093,316185.1,307369.7,297805.2,287650,277062.5,266201.1,255224.2,244290.2,233557.5,223184.5,213329.6,204151.2
EU,Solar PV,Concrete,LDS,t/yr,493959.2857,509443.0982,525532.6875,541378.0536,556979.1964,572336.1161,587448.8125,602317.2857,616941.5357,631321.5625,645457.3661,659348.9464,672996.3036,686399.4375,699558.3482,712473.0357,725143.5,737569.7411,749751.7589,761689.5536,773383.125,784832.4732,796037.5982,806998.5,817715.1786,828187.6339,838415.8661,848399.875,858139.6607,867635.2232,876886.5625,885893.6786,894656.5714
EU,Solar PV,Concrete,MDS,t/yr,493959.2857,591421.7277,688263.442,784484.4286,880084.6875,975064.2188,1069423.022,1163161.098,1256278.446,1348775.067,1440650.96,1531906.125,1622540.563,1712554.272,1801947.254,1890719.509,1978871.036,2066401.835,2153311.906,2239601.25,2325269.866,2410317.754,2494744.915,2578551.348,2661737.054,2744302.031,2826246.281,2907569.804,2988272.598,3068354.665,3147816.004,3226656.616,3304876.5
EU,Solar PV,Concrete,HDS,t/yr,493959.2857,805156.4286,1116663.214,1428170,1739676.786,2051183.571,2362690.357,2674197.143,2985703.929,3297210.714,3608717.5,3920224.286,4231731.071,4543237.857,4854744.643,5166251.429,5477758.214,5789265,6100771.786,6412278.571,6723785.357,7035292.143,7346798.929,7658305.714,7969812.5,8281319.286,8592826.071,8904332.857,9215839.643,9527346.429,9838853.214,10150360,10461866.79
EU,Solar PV,Steel,LDS,t/yr,552072.1429,569377.5804,587360.0625,605069.5893,622506.1607,639669.7768,656560.4375,673178.1429,689522.8929,705594.6875,721393.5268,736919.4107,752172.3393,767152.3125,781859.3304,796293.3929,810454.5,824342.6518,837957.8482,851300.0893,864369.375,877165.7054,889689.0804,901939.5,913916.9643,925621.4732,937053.0268,948211.625,959097.2679,969709.9554,980049.6875,990116.4643,999910.2857
EU,Solar PV,Steel,MDS,t/yr,552072.1429,661000.7545,769235.6116,876776.7143,983624.0625,1089777.656,1195237.496,1300003.58,1404075.911,1507454.487,1610139.308,1712130.375,1813427.688,1914031.246,2013941.049,2113157.098,2211679.393,2309507.933,2406642.719,2503083.75,2598831.027,2693884.549,2788244.317,2881910.33,2974882.589,3067161.094,3158745.844,3249636.839,3339834.08,3429337.567,3518147.299,3606263.277,3693685.5
EU,Solar PV,Steel,HDS,t/yr,552072.1429,899880.7143,1248035.357,1596190,1944344.643,2292499.286,2640653.929,2988808.571,3336963.214,3685117.857,4033272.5,4381427.143,4729581.786,5077736.429,5425891.071,5774045.714,6122200.357,6470355,6818509.643,7166664.286,7514818.929,7862973.571,8211128.214,8559282.857,8907437.5,9255592.143,9603746.786,9951901.429,10300056.07,10648210.71,10996365.36,11344520,11692674.64
EU,Solar PV,Plastic,LDS,t/yr,69735.42857,71921.37857,74192.85,76429.84286,78632.35714,80800.39286,82933.95,85033.02857,87097.62857,89127.75,91123.39286,93084.55714,95011.24286,96903.45,98761.17857,100584.4286,102373.2,104127.4929,105847.3071,107532.6429,109183.5,110799.8786,112381.7786,113929.2,115442.1429,116920.6071,118364.5929,119774.1,121149.1286,122489.6786,123795.75,125067.3429,126304.4571
